lead_id,fecha_lead,industria,programa_producto_interes,tipo_campana,fuente_meta,dispositivo,hora_generacion,cargo_lead,empresa_lead,ciudad,urgencia_compra,interaccion_previa,horas_hasta_contacto,lead_respondio,intentos_contacto,observacion_asesor,status,compro
L1262,2025-07-04,Seguros,Seguro de Vida,Messenger,Facebook,Desktop,Noche (6pm-12am),Consultor,Empresa 134,Manizales,10,No,3,Sí,4,seguimiento,AP,Sí
L1263,2025-06-12,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Contador,Empresa 438,Cúcuta,6,No,1,Sí,6,Se envía información vía WhatsApp,SG,No
L1264,2025-09-15,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Asistente,Empresa 275,Armenia,1,No,2,Sí,6,seguimiento,AP,Sí
L1265,2025-08-21,Seguros,Seguro de Auto,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Consultor,Empresa 217,Villavicencio,6,No,120,No,2,Revisión de Info,NC,No
L1266,2025-10-22,Seguros,Todo Riesgo Empresarial,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Jefe,Empresa 290,Cali,3,No,37,No,5,Contactar próxima semana,NI,No
L1267,2025-08-09,Educación,Facebook Ads Profesional,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 188,Ibagué,3,No,23,No,5,Información enviada,NC,No
L1268,2025-11-04,Educación,Facebook Ads Profesional,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Administrador,Empresa 314,Pereira,3,Sí,34,No contactado,5,Desea cotización,NI,No
L1269,2025-09-10,Educación,Bootcamp Liderazgo,Lead Form,Instagram,Desktop,Tarde (12pm-6pm),Asistente,Empresa 142,Ibagué,10,No,20,Sí,5,No contesta,SG,No
L1270,2025-11-17,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Instagram,Desktop,Noche (6pm-12am),Supervisor,Empresa 349,Manizales,10,No,11,Sí,1,Pendiente decisión gerencia,SG,No
L1271,2025-07-28,Educación,Contratación Estatal,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Asesor,Empresa 204,Valledupar,8,No,60,No contactado,5,Información enviada,NC,No
L1272,2025-09-18,Educación,Excel Intermedio y Avanzado,Messenger,Facebook,Tablet,Noche (6pm-12am),Auxiliar,Empresa 387,Villavicencio,5,No,30,No,7,Se encontraba en reunión,NC,No
L1273,2025-08-10,Educación,Excel Intermedio y Avanzado,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Especialista,Empresa 105,Medellín,4,No,24,No,4,Llamar nuevamente,NC,No
L1274,2025-07-14,Educación,Actualización Tributaria,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Asistente,Empresa 212,Pasto,9,No,133,Sí,7,Pendiente pago,NC,No
L1275,2025-08-31,Educación,Power BI Empresarial,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Especialista,Empresa 283,Bogotá,9,No,17,Sí,4,seguimiento,AP,Sí
L1276,2025-09-25,Educación,Power BI Empresarial,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Asistente,Empresa 402,Cali,1,Sí,21,Sí,1,seguimiento,AP,Sí
L1277,2025-06-21,Educación,Licitaciones Exitosas,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Analista,Empresa 286,Bogotá,2,No,7,Sí,5,Desea cotización,SG,No
L1278,2025-07-24,Educación,Excel Intermedio y Avanzado,Llamada Directa,Facebook,Mobile,Mañana (6am-12pm),Empresario,Empresa 248,Armenia,8,No,148,No contactado,3,No tiene recurso,NC,No
L1279,2025-08-30,Educación,Facebook Ads Profesional,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Gerente,Empresa 92,Neiva,5,No,2,No contactado,7,Información enviada,NC,No
L1280,2025-10-18,Educación,Bootcamp Liderazgo,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Analista,Empresa 190,Medellín,7,No,4,No contactado,5,Desea cotización,NC,No
L1281,2025-08-24,Seguros,ARL,Lead Form,Facebook,Mobile,Noche (6pm-12am),Consultor,Empresa 287,Bucaramanga,1,No,2,Sí,4,seguimiento,AP,Sí
L1282,2025-10-19,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Contador,Empresa 285,Villavicencio,10,No,15,No,7,Pendiente decisión gerencia,NC,No
L1283,2025-08-08,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Contador,Empresa 248,Villavicencio,5,No,26,Sí,2,MSJW,NC,No
L1284,2025-11-20,Seguros,Seguro de Moto,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Administrador,Empresa 130,Armenia,3,No,122,Sí,6,MSJW,NI,No
L1285,2025-08-08,Educación,Información Exógena,WhatsApp,Ambas Plataformas,Mobile,Mañana (6am-12pm),Director,Empresa 158,Bogotá,10,No,1,Sí,2,seguimiento,AP,Sí
L1286,2025-05-30,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Mobile,Noche (6pm-12am),Director,Empresa 296,Armenia,2,Sí,24,Sí,3,Información enviada,SG,No
L1287,2025-11-09,Educación,Actualización Tributaria,WhatsApp,Ambas Plataformas,Desktop,Tarde (12pm-6pm),Administrador,Empresa 177,Pereira,2,No,30,No contactado,5,Ya contrató con otro,NI,No
L1288,2025-09-03,Educación,Bootcamp Liderazgo,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Especialista,Empresa 397,Barranquilla,9,Sí,10,Sí,1,MSJW,SG,No
L1289,2025-08-03,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Ambas Plataformas,Mobile,Madrugada (12am-6am),Coordinador,Empresa 362,Pereira,4,No,33,Sí,5,Precio muy alto,NI,No
L1290,2025-05-27,Educación,Actualización Tributaria,WhatsApp,Ambas Plataformas,Desktop,Mañana (6am-12pm),Contador,Empresa 204,Medellín,4,No,33,No contactado,3,No aplica,NI,No
L1291,2025-10-16,Educación,Bootcamp Liderazgo,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Empresario,Empresa 377,Villavicencio,7,Sí,18,Sí,3,Información enviada,SG,No
L1292,2025-11-16,Educación,Contratación Estatal,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Analista,Empresa 71,Neiva,10,Sí,5,No,6,Pendiente pago,SG,No
L1293,2025-06-06,Seguros,ARL,Lead Form,Instagram,Mobile,Madrugada (12am-6am),Auxiliar,Empresa 438,Bucaramanga,10,Sí,24,Sí,3,seguimiento,AP,Sí
L1294,2025-10-27,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Facebook,Desktop,Noche (6pm-12am),Empresario,Empresa 443,Pereira,2,No,48,Sí,2,Precio muy alto,NI,No
L1295,2025-09-29,Ropa Deportiva,Ropa Ciclismo - Jersey,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Supervisor,Empresa 338,Valledupar,3,Sí,24,No contactado,6,Número sin WhatsApp,NI,No
L1296,2025-08-06,Educación,Excel Intermedio y Avanzado,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Especialista,Empresa 61,Cartagena,3,No,40,Sí,5,Información enviada,SG,No
L1297,2025-07-22,Educación,Contratación Estatal,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Administrador,Empresa 383,Villavicencio,6,Sí,121,No,7,Se programa llamada,NI,No
L1298,2025-10-27,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Mobile,Madrugada (12am-6am),Director,Empresa 118,Villavicencio,3,No,45,Sí,5,No contesta,SG,No
L1299,2025-08-23,Educación,Contratación Estatal,Lead Form,Ambas Plataformas,Mobile,Madrugada (12am-6am),Jefe,Empresa 229,Bucaramanga,5,No,143,Sí,1,Información enviada,SG,No
L1300,2025-07-20,Educación,Licitaciones Exitosas,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Empresario,Empresa 401,Cúcuta,4,No,82,Sí,3,Llamar nuevamente,NC,No
L1301,2025-11-03,Educación,Licitaciones Exitosas,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Administrador,Empresa 359,Neiva,3,Sí,116,Sí,3,No le interesa,NI,No
L1302,2025-07-12,Seguros,Seguro de Salud,Messenger,Ambas Plataformas,Desktop,Mañana (6am-12pm),Empresario,Empresa 487,Bogotá,8,No,157,Sí,4,Precio muy alto,NC,No
L1303,2025-10-30,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Ambas Plataformas,Desktop,Tarde (12pm-6pm),Consultor,Empresa 83,Pereira,10,No,103,No,6,Número sin WhatsApp,NI,No
L1304,2025-07-28,Educación,IA Generativa para Empresas,Lead Form,Ambas Plataformas,Mobile,Noche (6pm-12am),Supervisor,Empresa 52,Barranquilla,3,No,141,No,4,No contesta,NI,No
L1305,2025-11-14,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Instagram,Desktop,Tarde (12pm-6pm),Asesor,Empresa 110,Bucaramanga,6,No,40,Sí,6,No aplica,NI,No
L1306,2025-11-09,Educación,IA Generativa para Empresas,Messenger,Ambas Plataformas,Mobile,Mañana (6am-12pm),Empresario,Empresa 261,Armenia,7,No,5,Sí,2,seguimiento,AP,Sí
L1307,2025-11-15,Educación,Preparación de Renta Personas Naturales,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Consultor,Empresa 206,Barranquilla,7,No,3,No contactado,6,Se encontraba en reunión,NI,No
L1308,2025-06-29,Ropa Deportiva,Ropa Ciclismo - Conjunto,Messenger,Facebook,Mobile,Madrugada (12am-6am),Empresario,Empresa 403,Armenia,2,No,145,No contactado,5,Se encontraba en reunión,NI,No
L1309,2025-11-01,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Instagram,Desktop,Tarde (12pm-6pm),Empresario,Empresa 174,Neiva,3,No,21,No,1,Sin respuesta WhatsApp,NI,No
L1310,2025-06-18,Educación,Bootcamp Liderazgo,Messenger,Instagram,Desktop,Tarde (12pm-6pm),Director,Empresa 411,Villavicencio,10,No,10,No contactado,7,MSJW,NC,No
L1311,2025-11-01,Educación,Bootcamp Liderazgo,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Contador,Empresa 282,Pereira,10,Sí,37,Sí,6,Se programa llamada,SG,No
L1312,2025-11-06,Ropa Deportiva,Ropa Ciclismo - Conjunto,Messenger,Instagram,Desktop,Madrugada (12am-6am),Asistente,Empresa 315,Valledupar,4,Sí,17,Sí,6,Pendiente pago,NC,No
L1313,2025-06-04,Educación,Facebook Ads Profesional,Lead Form,Instagram,Mobile,Noche (6pm-12am),Especialista,Empresa 357,Cali,7,Sí,32,No,6,Se envía información vía WhatsApp,NC,No
L1314,2025-08-12,Ropa Deportiva,Ropa Ciclismo - Pantalón,Messenger,Facebook,Desktop,Tarde (12pm-6pm),Empresario,Empresa 351,Cali,2,No,31,No,1,Contactar próxima semana,NC,No
L1315,2025-09-14,Educación,Contratación Estatal,Lead Form,Instagram,Tablet,Mañana (6am-12pm),Empresario,Empresa 362,Bogotá,3,No,11,No,3,No aplica,NC,No
L1316,2025-06-02,Educación,Facebook Ads Profesional,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Gerente,Empresa 27,Barranquilla,7,No,2,Sí,1,No le interesa,SG,No
L1317,2025-10-20,Seguros,Seguro de Vida,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Contador,Empresa 83,Armenia,7,Sí,8,No contactado,3,No le interesa,NC,No
L1318,2025-08-26,Educación,Licitaciones Exitosas,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Consultor,Empresa 200,Manizales,10,No,23,No contactado,7,Se programa llamada,NC,No
L1319,2025-06-27,Educación,Información Exógena,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Asistente,Empresa 494,Barranquilla,3,No,37,Sí,5,Revisión de Info,NI,No
L1320,2025-06-17,Educación,Preparación de Renta Personas Naturales,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 326,Cartagena,1,No,9,No,1,No aplica,NI,No
L1321,2025-08-08,Educación,Power BI Empresarial,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Auxiliar,Empresa 3,Bogotá,3,No,4,Sí,3,seguimiento,AP,Sí
L1322,2025-08-16,Educación,Excel Intermedio y Avanzado,WhatsApp,Facebook,Desktop,Tarde (12pm-6pm),Jefe,Empresa 412,Ibagué,5,No,4,Sí,5,No es urgente ahora,SG,No
L1323,2025-09-08,Educación,Actualización Tributaria,Messenger,Instagram,Mobile,Noche (6pm-12am),Administrador,Empresa 47,Ibagué,7,No,83,Sí,5,Sin respuesta WhatsApp,NC,No
L1324,2025-07-08,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 422,Armenia,4,No,29,Sí,3,No aplica,NC,No
L1325,2025-07-15,Seguros,Seguro de Salud,Llamada Directa,Facebook,Desktop,Mañana (6am-12pm),Analista,Empresa 75,Cali,1,No,25,Sí,3,Número sin WhatsApp,NI,No
L1326,2025-06-27,Educación,Información Exógena,WhatsApp,Instagram,Tablet,Tarde (12pm-6pm),Gerente,Empresa 242,Bucaramanga,6,No,110,No contactado,2,No aplica,SG,No
L1327,2025-10-10,Seguros,Seguro de Moto,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Consultor,Empresa 475,Cartagena,2,No,55,Sí,5,Se programa llamada,NI,No
L1328,2025-08-26,Educación,Información Exógena,Messenger,Facebook,Tablet,Mañana (6am-12pm),Contador,Empresa 308,Ibagué,3,No,58,No,3,Ya contrató con otro,NI,No
L1329,2025-10-07,Educación,Excel Intermedio y Avanzado,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Contador,Empresa 223,Armenia,4,No,17,Sí,5,seguimiento,AP,Sí
L1330,2025-09-30,Educación,Licitaciones Exitosas,Lead Form,Facebook,Desktop,Tarde (12pm-6pm),Profesional Independiente,Empresa 46,Armenia,6,Sí,163,Sí,1,seguimiento,AP,Sí
L1331,2025-08-02,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Instagram,Mobile,Madrugada (12am-6am),Jefe,Empresa 33,Pereira,6,No,162,No contactado,7,Precio muy alto,NI,No
L1332,2025-07-06,Seguros,Seguro de Salud,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 135,Cali,7,No,10,No,4,MSJW,NI,No
L1333,2025-07-29,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Director,Empresa 114,Barranquilla,5,No,12,No contactado,4,Ya contrató con otro,NC,No
L1334,2025-09-25,Educación,Contratación Estatal,Llamada Directa,Facebook,Mobile,Tarde (12pm-6pm),Jefe,Empresa 190,Villavicencio,7,No,6,No contactado,6,No le interesa,NC,No
L1335,2025-08-08,Educación,Actualización Tributaria,Llamada Directa,Facebook,Mobile,Noche (6pm-12am),Supervisor,Empresa 41,Bucaramanga,2,No,167,Sí,3,No es urgente ahora,NC,No
L1336,2025-08-19,Educación,Preparación de Renta Personas Naturales,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Asistente,Empresa 312,Pereira,1,No,7,Sí,3,Número sin WhatsApp,SG,No
L1337,2025-06-23,Educación,Contratación Estatal,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Especialista,Empresa 20,Valledupar,10,No,147,Sí,5,seguimiento,AP,Sí
L1338,2025-09-21,Educación,Bootcamp Liderazgo,Lead Form,Facebook,Desktop,Tarde (12pm-6pm),Jefe,Empresa 371,Ibagué,8,No,80,No contactado,6,No es urgente ahora,SG,No
L1339,2025-06-13,Educación,Power BI Empresarial,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 197,Bucaramanga,1,No,26,No,3,Información enviada,NI,No
L1340,2025-06-30,Educación,Contratación Estatal,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 477,Bogotá,2,No,2,No,5,Desea cotización,SG,No
L1341,2025-07-21,Educación,Power BI Empresarial,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Analista,Empresa 206,Cúcuta,10,No,88,No,3,Se envía información vía WhatsApp,NI,No
L1342,2025-11-14,Educación,Bootcamp Liderazgo,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Gerente,Empresa 315,Valledupar,6,Sí,20,Sí,5,Desea cotización,SG,No
L1343,2025-11-13,Educación,IA Generativa para Empresas,Messenger,Ambas Plataformas,Desktop,Mañana (6am-12pm),Supervisor,Empresa 336,Cali,1,No,143,No,3,NO CONTESTA,NC,No
L1344,2025-09-03,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Ambas Plataformas,Desktop,Mañana (6am-12pm),Empresario,Empresa 267,Ibagué,10,No,5,No contactado,2,Precio muy alto,NC,No
L1345,2025-10-14,Educación,Power BI Empresarial,Lead Form,Instagram,Mobile,Noche (6pm-12am),Administrador,Empresa 147,Neiva,3,No,2,No,7,Desea cotización,NI,No
L1346,2025-08-26,Educación,Bootcamp Liderazgo,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Auxiliar,Empresa 365,Armenia,7,No,4,Sí,5,seguimiento,AP,Sí
L1347,2025-06-17,Educación,Contratación Estatal,WhatsApp,Instagram,Desktop,Mañana (6am-12pm),Profesional Independiente,Empresa 494,Ibagué,8,No,16,Sí,7,seguimiento,AP,Sí
L1348,2025-09-03,Educación,Power BI Empresarial,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Analista,Empresa 306,Manizales,4,Sí,55,Sí,2,Se encontraba en reunión,NC,No
L1349,2025-05-28,Seguros,Todo Riesgo Empresarial,Llamada Directa,Instagram,Desktop,Tarde (12pm-6pm),Director,Empresa 30,Medellín,3,No,35,Sí,2,MSJW,SG,No
L1350,2025-07-31,Seguros,Seguro de Salud,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Consultor,Empresa 485,Neiva,1,No,27,No contactado,2,No tiene recurso,NI,No
L1351,2025-10-09,Ropa Deportiva,Ropa Ciclismo - Jersey,Messenger,Instagram,Desktop,Mañana (6am-12pm),Asesor,Empresa 397,Medellín,9,Sí,21,Sí,2,seguimiento,AP,Sí
L1352,2025-06-25,Educación,Facebook Ads Profesional,Lead Form,Facebook,Mobile,Madrugada (12am-6am),Auxiliar,Empresa 420,Ibagué,10,Sí,31,Sí,1,seguimiento,AP,Sí
L1353,2025-09-18,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Mobile,Noche (6pm-12am),Coordinador,Empresa 90,Manizales,6,No,160,Sí,7,Pendiente pago,NC,No
L1354,2025-08-27,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Ambas Plataformas,Tablet,Noche (6pm-12am),Contador,Empresa 328,Ibagué,6,No,66,No,6,Desea cotización,NI,No
L1355,2025-11-13,Educación,Bootcamp Liderazgo,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Director,Empresa 254,Medellín,9,No,19,No,7,Desea cotización,SG,No
L1356,2025-11-13,Educación,Información Exógena,Messenger,Instagram,Mobile,Noche (6pm-12am),Coordinador,Empresa 225,Pereira,1,No,50,Sí,4,Pendiente decisión gerencia,NI,No
L1357,2025-07-31,Seguros,Seguro de Salud,Messenger,Facebook,Mobile,Mañana (6am-12pm),Auxiliar,Empresa 6,Bogotá,6,No,43,Sí,1,Llamar nuevamente,SG,No
L1358,2025-10-21,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Director,Empresa 104,Cúcuta,5,No,2,Sí,3,Pendiente pago,SG,No
L1359,2025-08-30,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Analista,Empresa 436,Villavicencio,6,No,25,No,3,NO CONTESTA,NI,No
L1360,2025-11-04,Educación,Licitaciones Exitosas,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 337,Medellín,8,No,45,Sí,6,Llamar nuevamente,NC,No
L1361,2025-08-28,Seguros,Seguro de Salud,Messenger,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Especialista,Empresa 477,Bogotá,5,No,6,No contactado,4,Llamar nuevamente,NC,No
L1362,2025-06-21,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Contador,Empresa 412,Armenia,2,No,19,No,4,No tiene recurso,NC,No
L1363,2025-11-13,Seguros,Seguro de Vida,Lead Form,Ambas Plataformas,Desktop,Mañana (6am-12pm),Empresario,Empresa 266,Bogotá,2,No,135,Sí,4,Se envía información vía WhatsApp,NC,No
L1364,2025-07-23,Educación,Actualización Tributaria,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Analista,Empresa 147,Pereira,10,No,8,Sí,2,seguimiento,AP,Sí
L1365,2025-09-22,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Instagram,Mobile,Noche (6pm-12am),Consultor,Empresa 100,Manizales,5,Sí,5,Sí,1,seguimiento,AP,Sí
L1366,2025-05-31,Seguros,Todo Riesgo Empresarial,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Asistente,Empresa 18,Villavicencio,3,Sí,20,No,3,Se programa llamada,NI,No
L1367,2025-10-30,Educación,Licitaciones Exitosas,Lead Form,Instagram,Mobile,Noche (6pm-12am),Especialista,Empresa 402,Bogotá,10,No,165,Sí,1,Desea cotización,SG,No
L1368,2025-10-15,Educación,Licitaciones Exitosas,Messenger,Instagram,Mobile,Mañana (6am-12pm),Especialista,Empresa 307,Bucaramanga,3,No,10,No,1,Se envía información vía WhatsApp,NI,No
L1369,2025-08-16,Educación,Licitaciones Exitosas,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Contador,Empresa 262,Valledupar,8,Sí,144,No,1,Información enviada,SG,No
L1370,2025-10-28,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Gerente,Empresa 265,Barranquilla,7,No,3,No contactado,4,No aplica,SG,No
L1371,2025-07-20,Ropa Deportiva,Accesorios Ciclismo,Llamada Directa,Ambas Plataformas,Mobile,Mañana (6am-12pm),Consultor,Empresa 358,Medellín,1,No,68,Sí,6,Desea cotización,NI,No
L1372,2025-11-06,Educación,Facebook Ads Profesional,WhatsApp,Ambas Plataformas,Mobile,Mañana (6am-12pm),Asesor,Empresa 119,Manizales,5,No,128,Sí,6,seguimiento,AP,Sí
L1373,2025-06-10,Educación,Contratación Estatal,Messenger,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Jefe,Empresa 315,Valledupar,9,No,21,No,4,Número sin WhatsApp,SG,No
L1374,2025-11-03,Educación,IA Generativa para Empresas,Lead Form,Instagram,Mobile,Noche (6pm-12am),Supervisor,Empresa 87,Cartagena,4,No,83,No contactado,3,Se programa llamada,NI,No
L1375,2025-09-20,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Gerente,Empresa 346,Pasto,1,No,153,No contactado,3,NO CONTESTA,SG,No
L1376,2025-11-20,Ropa Deportiva,Ropa Ciclismo - Conjunto,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Administrador,Empresa 19,Armenia,8,No,110,Sí,3,No tiene recurso,NC,No
L1377,2025-08-10,Educación,Información Exógena,Lead Form,Instagram,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 185,Barranquilla,5,No,37,Sí,6,seguimiento,AP,Sí
L1378,2025-11-07,Educación,Excel Intermedio y Avanzado,Lead Form,Facebook,Desktop,Noche (6pm-12am),Empresario,Empresa 123,Bucaramanga,2,Sí,90,No,6,Pendiente decisión gerencia,NI,No
L1379,2025-09-06,Educación,Power BI Empresarial,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Asistente,Empresa 336,Cali,1,No,160,Sí,1,No es urgente ahora,NI,No
L1380,2025-06-23,Educación,Power BI Empresarial,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Asistente,Empresa 1,Pereira,3,No,60,Sí,4,No es urgente ahora,NI,No
L1381,2025-06-29,Educación,Facebook Ads Profesional,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Jefe,Empresa 500,Ibagué,9,Sí,137,Sí,2,Precio muy alto,NI,No
L1382,2025-06-05,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 81,Barranquilla,1,No,10,No,1,Contactar próxima semana,NC,No
L1383,2025-06-03,Educación,Información Exógena,Llamada Directa,Facebook,Mobile,Tarde (12pm-6pm),Jefe,Empresa 45,Manizales,4,No,18,No contactado,5,Información enviada,NC,No
L1384,2025-08-10,Educación,Licitaciones Exitosas,WhatsApp,Facebook,Mobile,Madrugada (12am-6am),Especialista,Empresa 142,Manizales,8,Sí,24,No contactado,6,Número sin WhatsApp,NC,No
L1385,2025-09-28,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Facebook,Desktop,Tarde (12pm-6pm),Profesional Independiente,Empresa 400,Manizales,8,Sí,130,Sí,1,No contesta,SG,No
L1386,2025-06-23,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Especialista,Empresa 205,Armenia,10,No,44,No,4,No contesta,NI,No
L1387,2025-06-18,Educación,Preparación de Renta Personas Naturales,Messenger,Instagram,Tablet,Tarde (12pm-6pm),Gerente,Empresa 181,Bogotá,8,No,12,No contactado,5,Contactar próxima semana,NI,No
L1388,2025-07-24,Educación,Power BI Empresarial,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Especialista,Empresa 343,Medellín,10,No,0,Sí,7,No aplica,SG,No
L1389,2025-10-09,Ropa Deportiva,Ropa Ciclismo - Jersey,Llamada Directa,Instagram,Mobile,Noche (6pm-12am),Administrador,Empresa 203,Cúcuta,8,Sí,34,No,1,Pendiente pago,NC,No
